chunk_id,url,title,text
24_3,https://data.gov/climate/energy-infrastructure/energy-infrastructure-featured-content/,Energy Infrastructure Featured Content - Data.gov,"Because water in reservoirs is used to cool many steam cycle-based power plants, significantly low water levels can reduce the ability to cool power plants. This reduced cooling ability can come from physical supply limitations or environmental constraints (power plant effluent temperatures exceeding permitted limits). The approach projects future climate and water demands to determine stream flows, water storage in reservoirs, and power plant effluent temperatures. The results for historical and future water availability, demand, its cost, reservoir storage, and stream flow are reported for U.S. Geological Survey 8-digit hydrologic unit code (HUC8) water basins. The water and climate data are compared to power plant characteristics and past performance data to infer the likelihood that future summer power generation could be curtailed at a power plant. Beyond impacts on the existing fleet of power plants, this study also considers siting of future power plants to avoid regions of limited water availability. Oil and Gas Produced Water Management and Beneficial Use in the Western United States : Produced water from oil and gas operations is currently handled as a waste product. The quality of produced water varies significantly based on the geochemistry of the producing formation, the type of hydrocarbon produced, and the characteristics of the producing well. If produced water meets appropriate water quality criteria, it may be used beneficially for purposes such as irrigation, livestock watering, aquifer storage, streamflow augmentation, and municipal and industrial uses. Treatment may be required to improve the quality of produced water so that it can be put to beneficial use. Risk Assessment of Climate Systems for National Security : Climate change, through drought, flooding, storms, heat waves, and melting Arctic ice, affects the production and flow of resources within and among geographical regions. The interactions among governments, populations, and sectors of the economy require integrated assessment based on risk, through uncertainty quantification (UQ). This project evaluated the capabilities with Sandia National Laboratories to perform such integrated analyses, as they relate to (inter)national security. The combining of the UQ results from climate models with hydrological and economic/infrastructure impact modeling appears to offer the best capability for national security risk assessments. Synthesis and Assessment Product (SAP) 4.5: Effects of Climate Change on Energy Production and Use in the United States : This report summarizes what is currently known about effects of climate change on energy production and use in the United States. The report concludes that, based on what was known in 2008, there are reasons to pay close attention to possible climate change impacts on energy production and use and to consider ways to adapt to possible adverse impacts and take advantage of possible positive impacts. The Energy Water Nexus: Challenges and Opportunities : The report frames the integrated challenge and opportunity space around the water-energy nexus for the U.S. Department of Energy (DOE) and its partners. It further explains and strengthens the logical structure underpinning DOEâ€™s long-standing technology and modeling research and development (R&D) efforts, and lays the foundation for future efforts."
24_4,https://data.gov/climate/energy-infrastructure/energy-infrastructure-featured-content/,Energy Infrastructure Featured Content - Data.gov,"The report identifies six strategic pillars that will serve as the foundation for coordinating R&D. The Nexus of Biofuels, Climate Change, and Human Health: Workshop Summary : Liquid fuels are a major part of modern life. They supply energy for ground, water, and air transportation as well as power for industrial and farming machinery. But fossil fuels â€"" the dominant liquid fuel in use for well over a century â€"" have many disadvantages. The use of fossil fuels has obvious health downsides, such as emissions of pollutants that are directly harmful to health. The burning of fossil fuels produces greenhouse gases, which contribute to global warming, itself a long-term threat to human health. There have also been health concerns related to insecurity of liquid fuel supplies and the potential of international conflicts being caused by fuel scarcity. Furthermore, there are concerns that the worldâ€™s large but still limited supply of fossil fuels could be strained by the increasing demand that results from societies around the world achieving greater prosperity. In the face of these concerns, new policies have been created that encourage the development of renewable sources of energy in general and biofuels in particular. U.S. Energy Sector Vulnerabilities to Climate Change and Extreme Weather : Report containing information on climate (temperature, precipitation, humidity, etc.) coupled with data on U.S. energy system infrastructures, including the locations of fossil and renewable energy sources, energy conversion facilities, and transmission and distribution pathways. Water Implications of Biofuels Production in the United States : National interests in greater energy independence, concurrent with favorable market forces, have driven increased production of corn-based ethanol in the United States and research into the next generation of biofuels. The trend is changing the national agricultural landscape and has raised concerns about potential impacts on the nationâ€™s water resources. To help illuminate these issues, the National Research Council held a colloquium on July 12, 2007 in Washington, D.C. Water Implications of Biofuels Production in the United States, based in part on discussions at the colloquium, concludes that if projected future increases in use of corn for ethanol production do occur, the increase in harm to water quality could be considerable from the increases in fertilizer use, pesticide use, and soil erosion associated with growing crops such as corn. Water supply problems could also develop, both from the water needed to grow biofuels crops and water used at ethanol processing plants, especially in regions where water supplies are already overdrawn. The production of â€œcellulosic ethanol,â€ derived from fibrous material such as wheat straw, native grasses, and forest trimmings is expected to have less water quality impact but cannot yet be produced on a commercial scale. To move toward a goal of reducing water impacts of biofuels, a policy bridge will likely be needed to encourage growth of new technologies, best agricultural practices, and the development of traditional and cellulosic crops that require less water and fertilizer and are optimized for fuel production."
24_5,https://data.gov/climate/energy-infrastructure/energy-infrastructure-featured-content/,Energy Infrastructure Featured Content - Data.gov,"Water Resources Sector Technical Input Interim Report In Support of the U.S. Global Change Research Program 2014 National Climate Assessment : This report is an assessment of recent, relevant information on the effects of climate change on freshwater resources. The body of scientific literature on climate change and water resources is vast and growing. The focus of this report is primarily on information that is well-documented, peer-reviewed, and useful to assess impacts of climate change on freshwater resources, including key vulnerabilities, and the development of adaptation and mitigation strategies. The report is organized by six key issues: (1) Precipitation patterns and intensity; (2) Surface water, including streamflow, snowmelt, and floods; (3) Groundwater, including soil moisture; (4) Water Quality; (5) Water Resources Management Implications, and (6) Adaptation. Information presented herein primarily is based on observations and projections of change. Water Reuse: Potential for Expanding the Nationâ€™s Water Supply Through Reuse of Municipal Wastewater : Expanding water reuseâ€""the use of treated wastewater for beneficial purposes including irrigation, industrial uses, and drinking water augmentationâ€""could significantly increase the nationâ€™s total available water resources. Water Reuse presents a portfolio of treatment options available to mitigate water quality issues in reclaimed water along with new analysis suggesting that the risk of exposure to certain microbial and chemical contaminants from drinking reclaimed water does not appear to be any higher than the risk experienced in at least some current drinking water treatment systems, and may be orders of magnitude lower. This report recommends adjustments to the federal regulatory framework that could enhance public health protection for both planned and unplanned (or de facto) reuse and increase public confidence in water reuse. Water Vulnerabilities for Existing Coal-Fired Power Plants : This study identified coal-fired power plants that are considered vulnerable to water demand and supply issues by using a geographic information system (GIS) that facilitated the analysis of plant-specific data for more than 500 plants in the National Energy Technology Laboratory (NETLâ€™s) Coal Power Plant Database (CPPDB) (NETL 2007a) simultaneously with 18 indicators of water demand and supply. Two types of demand indicators were evaluated. The first type consisted of geographical areas where specific conditions can generate demand vulnerabilities. These conditions include high projected future water consumption by thermoelectric power plants, high projected future water consumption by all users, high rates of water withdrawal per square mile (mi2), high projected population increases, and areas projected to be in a water crisis or conflict by 2025. The second type of demand indicator was plant specific. These indicators were developed for each plant and include annual water consumption and withdrawal rates and intensities, net annual power generation, and carbon dioxide (CO2) emissions. The supply indicators, which are also area based, include areas with low precipitation, high temperatures, low streamflow, and drought. A Review of Operational Water Consumption and Withdrawal Factors for Electricity Generating Technologies : This report provides estimates of operational water withdrawal and water consumption factors for electricity generating technologies in the United States."
24_6,https://data.gov/climate/energy-infrastructure/energy-infrastructure-featured-content/,Energy Infrastructure Featured Content - Data.gov,"Estimates of water factors were collected from published primary literature and were not modified except for unit conversions. The presented water factors may be useful in modeling and policy analyses where reliable power plant level data are not available. A Review of Operational Water Consumption and Withdrawal Factors for Electricity Generating Technologies : This report provides estimates of operational water withdrawal and water consumption factors for electricity generating technologies in the United States. Estimates of water factors were collected from published primary literature and were not modified except for unit conversions. The presented water factors may be useful in modeling and policy analyses where reliable power plant level data are not available. Climate Change: Federal Efforts Under Way to Assess Water Infrastructure Vulnerabilities and Address Adaptation Challenges : This report examines (1) actions taken by the Corps and Reclamation since 2009 to assess and respond to the potential effects of climate change on water infrastructure and (2) challenges, if any, faced by the Corps and Reclamation in assessing and responding to the potential effects of climate change on water infrastructure, and the steps the agencies are taking to address them. The U.S. Government Accountability Office (GAO) analyzed the agenciesâ€™ climate change adaptation guidance and planning documents and interviewed agency officials and other key stakeholders, including water users, environmental groups, and researchers. Climate Change: Federal Efforts Under Way to Assess Water Infrastructure Vulnerabilities and Address Adaptation Challenges : This report examines (1) actions taken by the Corps and Reclamation since 2009 to assess and respond to the potential effects of climate change on water infrastructure and (2) challenges, if any, faced by the Corps and Reclamation in assessing and responding to the potential effects of climate change on water infrastructure, and the steps the agencies are taking to address them. The U.S. Government Accountability Office (GAO) analyzed the agenciesâ€™ climate change adaptation guidance and planning documents and interviewed agency officials and other key stakeholders, including water users, environmental groups, and researchers. Climate and Energy-Water-Land System Interactions : This report provides a framework to characterize and understand the important elements of climate and energy-water-land (EWL) system interactions. It identifies many of the important issues, discusses our understanding of those issues, and identifies the research needs to address the priority scientific challenges and gaps in our understanding. Much of the discussion is organized around two discrete case studies with the broad themes of (1) extreme events and (2) regional differences. These case studies help demonstrate unique ways in which energy-water-land interactions can occur and be influenced by climate. In addition, a series of illustrations portray representative decision-making considerations relevant to climate-EWL interfaces. Climate and Energy-Water-Land System Interactions : This report provides a framework to characterize and understand the important elements of climate and energy-water-land (EWL) system interactions. It identifies many of the important issues, discusses our understanding of those issues, and identifies the research needs to address the priority scientific challenges and gaps in our understanding."
24_7,https://data.gov/climate/energy-infrastructure/energy-infrastructure-featured-content/,Energy Infrastructure Featured Content - Data.gov,"Much of the discussion is organized around two discrete case studies with the broad themes of (1) extreme events and (2) regional differences. These case studies help demonstrate unique ways in which energy-water-land interactions can occur and be influenced by climate. In addition, a series of illustrations portray representative decision-making considerations relevant to climate-EWL interfaces. Comparing the Impacts of the 2005 and 2008 Hurricanes on U.S. Energy Infrastructure : This report compares the impact of the major hurricanes of 2005 and 2008 on U.S. energy systems, including those that produce, process and transport oil, natural gas, and electricity. The magnitude and duration of hurricane-induced production and supply disruptions are compared, as well as the extent of damage to energy infrastructure. The effect of disruptions on energy prices and supply is analyzed. The report describes the actions taken by the U.S. Department of Energy (DOE) and other Federal agencies to assist the energy industry in restoration. Comparing the Impacts of the 2005 and 2008 Hurricanes on U.S. Energy Infrastructure : This report compares the impact of the major hurricanes of 2005 and 2008 on U.S. energy systems, including those that produce, process and transport oil, natural gas, and electricity. The magnitude and duration of hurricane-induced production and supply disruptions are compared, as well as the extent of damage to energy infrastructure. The effect of disruptions on energy prices and supply is analyzed. The report describes the actions taken by the U.S. Department of Energy (DOE) and other Federal agencies to assist the energy industry in restoration. Consumptive Water Use in the Production of Ethanol and Petroleum Gasoline : This study examined the use of water in energy production (ethanol and petroleum gasoline) by focusing on two major steps in the fuel lifecycle: feedstock production (farming, oil recovery) and fuel processing/production (ethanol production and oil refining). Consumptive Water Use in the Production of Ethanol and Petroleum Gasoline : This study examined the use of water in energy production (ethanol and petroleum gasoline) by focusing on two major steps in the fuel lifecycle: feedstock production (farming, oil recovery) and fuel processing/production (ethanol production and oil refining). Department of Homeland Security (DHS) Climate Change Adaptation (CCA) Roadmap : Based on the DHS Secretaryâ€™s guidance, the initial focus areas of the Roadmap include Departmental cross-cutting adaptation activities, resilient critical infrastructure and key resources, resilience to disasters, and the Arctic. The 42 actions identified in the CCA Roadmap are the result of deliberate study and analysis by select DHS headquarters elements and operational components. As with all homeland security activities, these actions seek to ensure security, resilience, and customs and exchange with the world across all core mission areas. Department of Homeland Security (DHS) Climate Change Adaptation (CCA) Roadmap : Based on the DHS Secretaryâ€™s guidance, the initial focus areas of the Roadmap include Departmental cross-cutting adaptation activities, resilient critical infrastructure and key resources, resilience to disasters, and the Arctic."
24_8,https://data.gov/climate/energy-infrastructure/energy-infrastructure-featured-content/,Energy Infrastructure Featured Content - Data.gov,"The 42 actions identified in the CCA Roadmap are the result of deliberate study and analysis by select DHS headquarters elements and operational components. As with all homeland security activities, these actions seek to ensure security, resilience, and customs and exchange with the world across all core mission areas. Effect of Sea Level Rise on Energy Infrastructure in Four Major Metropolitan Areas : The study overlays information about potential Sea Level Risk (SLR) exposure to energy infrastructure locations around 4 major U.S. cities, using Geographic Information Systems (GIS) tools. To assess possible exposure to SLR, the study uses recent government data and modeling results, including: (1) Global SLR scenarios that are based on alternative assumptions about the effects of climate change on sea levels, from the Third National Climate Assessment (NCA); (2) Analyses of the geographic extent of inundation from higher sea levels, from the National Oceanic and Atmospheric Administration (NOAA) Coastal Services Center (CSC); and (3) Locations of energy assets identified by the Office of Electricity Delivery and Energy Reliability (OE) as part of ongoing studies of energy infrastructure. Effect of Sea Level Rise on Energy Infrastructure in Four Major Metropolitan Areas : The study overlays information about potential Sea Level Risk (SLR) exposure to energy infrastructure locations around 4 major U.S. cities, using Geographic Information Systems (GIS) tools. To assess possible exposure to SLR, the study uses recent government data and modeling results, including: (1) Global SLR scenarios that are based on alternative assumptions about the effects of climate change on sea levels, from the Third National Climate Assessment (NCA); (2) Analyses of the geographic extent of inundation from higher sea levels, from the National Oceanic and Atmospheric Administration (NOAA) Coastal Services Center (CSC); and (3) Locations of energy assets identified by the Office of Electricity Delivery and Energy Reliability (OE) as part of ongoing studies of energy infrastructure. Effects of Climate Change on Federal Hydropower : This report contains data from a new, nationwide study of the observed and projected impacts of global climate change on federal hydropower generation using climate modeling as well as hydrological and hydro power generation data. Effects of Climate Change on Federal Hydropower : This report contains data from a new, nationwide study of the observed and projected impacts of global climate change on federal hydropower generation using climate modeling as well as hydrological and hydro power generation data. Energy's Water Demand: Trends, Vulnerabilities, and Management : The report first lays out the trends shaping energyâ€™s water use; second, it discusses energyâ€™s vulnerability to water constraints; and third, it discusses projections of energyâ€™s water use. It then explores three regional examples of energyâ€™s water use: shale gas in Texas, solar energy in the Southwest, and biofuels in the High Plains. Finally, it discusses policy options and legislative approaches for managing energyâ€™s water use. Several appendices provide more detailed information on specific technologies, fuels, and trends."
24_9,https://data.gov/climate/energy-infrastructure/energy-infrastructure-featured-content/,Energy Infrastructure Featured Content - Data.gov,"The report does not discuss in detail the energy sectorâ€™s water quality impacts, although they represent their own challenges, as shown by concerns over the water quality effects of hydraulic fracturing, mountaintop mining, and the Deepwater Horizon oil spill. Energy use by the water sector also is not discussed in this report, although water conservation is one of many available means for reducing energy demand. Energy's Water Demand: Trends, Vulnerabilities, and Management : The report first lays out the trends shaping energyâ€™s water use; second, it discusses energyâ€™s vulnerability to water constraints; and third, it discusses projections of energyâ€™s water use. It then explores three regional examples of energyâ€™s water use: shale gas in Texas, solar energy in the Southwest, and biofuels in the High Plains. Finally, it discusses policy options and legislative approaches for managing energyâ€™s water use. Several appendices provide more detailed information on specific technologies, fuels, and trends. The report does not discuss in detail the energy sectorâ€™s water quality impacts, although they represent their own challenges, as shown by concerns over the water quality effects of hydraulic fracturing, mountaintop mining, and the Deepwater Horizon oil spill. Energy use by the water sector also is not discussed in this report, although water conservation is one of many available means for reducing energy demand. Energy-Water Nexus: Coordinated Federal Approach Needed to Better Manage Energy and Water Tradeoffs : To conduct this work, the U.S. Government Accountability Office (GAO) systematically reviewed its five reports to identify key nexus issues. GAO also used a content analysis of related literature and interviews with specialists to validate these themes. Energy-Water Nexus: Coordinated Federal Approach Needed to Better Manage Energy and Water Tradeoffs : To conduct this work, the U.S. Government Accountability Office (GAO) systematically reviewed its five reports to identify key nexus issues. GAO also used a content analysis of related literature and interviews with specialists to validate these themes. Estimated Use of Water in the United States in 2005: U.S. Geological Survey Circular 1344 : This report, â€œEstimated use of water in the United States in 2005,â€ is the twelfth in a series of reports that have been compiled and published by the U.S. Geological Survey (USGS)"
25_0,every 5 years since 1950. These reports include estimates of water withdrawals by State, source of water,and category of use. Data from 2005 and earlier years can be used to indicate changes in water use over time
26_0,https://data.gov/climate/humanhealth/humanhealth-featured-content/,Human Health Featured Content - Data.gov,"Human Health Featured Content The 2018 U.S. National Climate Assessment â€™s chapter on Human Health provides a comprehensive overview of the latest scientific information on the impacts of climate change on public health. Exploring the following resources should provide a greater understanding of human health vulnerability to climate change and other stressors. The National Air Quality Forecast Capability (NAQFC) provides the U.S. with ozone, fine particulate matter (PM2.5), smoke, and dust forecasts with enough accuracy and advance notice to take action to prevent or reduce adverse effects. The Food Safety Information feed is produced in real-time by the CDC and results from the integration of information from the USDAâ€™s Food Safety Inspection Service and the FDAâ€™s Food Safety Recalls. The CDC Health Alert Network (HAN) provides urgent public health information through the HAN messaging system including alerts, advisories, updates, and information services relevant to public health events such as wildfire smoke exposure or incidence of malaria. The Nutrient and Coliform Loading (NCL) database is a compilation of available fecal coliform bacteria, fecal streptococci bacteria, and nutrient loading data and can be used to quickly identify available measures of loading from different land uses and animals. The National Air Quality Forecast Capability (NAQFC) provides the U.S. with ozone, fine particulate matter (PM2.5), smoke, and dust forecasts with enough accuracy and advance notice to take action to prevent or reduce adverse effects. The National Air Quality Forecast Capability (NAQFC) provides the U.S. with ozone, fine particulate matter (PM2.5), smoke, and dust forecasts with enough accuracy and advance notice to take action to prevent or reduce adverse effects. The Food Safety Information feed is produced in real-time by the CDC and results from the integration of information from the USDAâ€™s Food Safety Inspection Service and the FDAâ€™s Food Safety Recalls. The Food Safety Information feed is produced in real-time by the CDC and results from the integration of information from the USDAâ€™s Food Safety Inspection Service and the FDAâ€™s Food Safety Recalls. The CDC Health Alert Network (HAN) provides urgent public health information through the HAN messaging system including alerts, advisories, updates, and information services relevant to public health events such as wildfire smoke exposure or incidence of malaria. The CDC Health Alert Network (HAN) provides urgent public health information through the HAN messaging system including alerts, advisories, updates, and information services relevant to public health events such as wildfire smoke exposure or incidence of malaria. The Nutrient and Coliform Loading (NCL) database is a compilation of available fecal coliform bacteria, fecal streptococci bacteria, and nutrient loading data and can be used to quickly identify available measures of loading from different land uses and animals. The Nutrient and Coliform Loading (NCL) database is a compilation of available fecal coliform bacteria, fecal streptococci bacteria, and nutrient loading data and can be used to quickly identify available measures of loading from different land uses and animals. data.gov An official website of the GSA's Technology Transformation Services"
27_0,https://data.gov/climate/water/water-resources/,Water Featured Content - Data.gov,"Water Featured Content The 2018 National Climate Assessment provides background information to help communities, water utilities, resource managers, and food and energy producers prepare for a changing climate. Given a need to develop resilience strategies based on an uncertain future, many experts look to past climate extremes for information to help guide and constrain decision-making. Information resources that may be helpful to provide characterization of the past and insight into the future include: The National Water Information System (NWIS) provides access to water-resources data collected at approximately 1.5 million sites in all 50 States, the District of Columbia, Puerto Rico, the Virgin Islands, Guam, American Samoa and the Commonwealth of the Northern Mariana Islands. The USGS investigates the occurrence, quantity, quality, distribution, and movement of surface and underground waters and disseminates the data to the public, State and local governments, public and private utilities, and other Federal agencies involved with managing our water resources. The National Weather Service Advanced Hydrologic Prediction Service (AHPS) is a web-based suite of accurate and information-rich forecast products. They display the magnitude and uncertainty of occurrence of floods or droughts, from hours to days and months, in advance. These graphical products are useful information and planning tools for many economic and emergency managers. These new products will enable government agencies, private institutions, and individuals to make more informed decisions about risk-based policies and actions to mitigate the dangers posed by floods and droughts. The National Ground-Water Monitoring Network (NGWMN) Data Portal provides access to groundwater data from multiple, dispersed databases in a web-based mapping application. The portal contains current and historical data including water levels, water quality, lithology, and well construction. The Water Quality Portal is a cooperative service sponsored by the United States Geological Survey (USGS), the Environmental Protection Agency (EPA), and the National Water Quality Monitoring Council (NWQMC). It serves data collected by over 400 state, federal, tribal, and local agencies. Downscaled CMIP3 and CMIP5 Climate and Hydrology Projections â€œDownscaledâ€ (finer-resolution) versions of monthly and daily temperature and precipitation from most of the GCM simulations in the PCMDI CMIP3 and CMIP5 archives, for CONUS, using two downscaling methods. In addition, derived simulations of surface hydrology are provided. The National Climatic Data Center Climate Data Online (CDO) provides free access to NCDCâ€™s archive of historical weather and climate data in addition to station history information. These data include quality controlled daily, monthly, seasonal, and yearly measurements of temperature, precipitation, wind, and degree days as well as radar data and 30-year Climate Normals. The USDA FS Climate Change Resource Center (CCRC) is a web-based, national platform that connects land managers and decision makers with useable science to address climate change in planning and application. The NASA Hydrology Data and Information Services Center supports data products generated by Goddard Earth Sciences Data and Information Services Center Hydrological Sciences Branch. Data products from the North America Land Data Assimilation System (NLDAS) and the Global Land Data Assimilation System (GLDAS) can be accessed through several interfaces."
27_1,https://data.gov/climate/water/water-resources/,Water Featured Content - Data.gov,"NLDAS and GLDAS systems integrate data from multiple space-based Earth observing systems using advanced land surface modeling and assimilation techniques. These products support weather and climate forecast experiments, water resources applications, and water and energy cycle research. The Global Lake Temperature Collaboration was started in 2010 with the objective of compiling and analyzing lake temperature data from numerous in situ and satellite-based records dating back at least 20-30 years. It has now assembled data from over 300 lakes, with some in situ records extending back more than 100 years, and shows consistent trends of lake surface warming across most but not all sites. The Forced Evaporation from Water Surface (FEWS) model estimates forced evaporation â€"" the evaporation from surface waters caused by heat from cooling systems at thermoelectric power plants. The FEWS model provided estimates of consumption at approximately 400 power plants in the U.S. for 2010. Based on FEWS, withdrawal and consumption of water by thermoelectric power plants in the United States for 2010 are described in the associated report, which can be accessed at https://pubs.usgs.gov/sir/2013/5188/ Groundwater depletion in the United States (1900-2008) A natural consequence of groundwater withdrawals is the removal of water from subsurface storage, but the overall rates and magnitude of groundwater depletion in the United States are not well characterized. This study evaluates long-term cumulative depletion volumes in 40 separate aquifers or areas and one land use category in the United States, bringing together information from the literature and from new analyses. Depletion is directly calculated using calibrated groundwater models, analytical approaches, or volumetric budget analyses for multiple aquifer systems. Estimated groundwater depletion in the United States during 1900â€""2008 totals approximately 1,000 cubic kilometers (km 3 ). Furthermore, the rate of groundwater depletion has increased markedly since about 1950, with maximum rates occurring during the most recent period (2000â€""2008) when the depletion rate averaged almost 25 km 3 per year (compared to 9.2 km 3 per year averaged over the 1900â€""2008 timeframe). Link to associated USGS report: https://pubs.er.usgs.gov/publication/sir20135079 California drought, visualized with open data The State of California experiences severe droughts, which have implications for citizens of California and beyond. Many State, Federal, and Tribal agencies make routine observations of the water cycle. This website graphically visualizes these data to help understand the effect of drought on rivers, streams, lakes, and reservoirs. The data presented here are drawn from free and publicly accessible sources. In addition, the analytical, graphical, and software tools used are open-source and available for public re-use. The National Water Information System (NWIS) provides access to water-resources data collected at approximately 1.5 million sites in all 50 States, the District of Columbia, Puerto Rico, the Virgin Islands, Guam, American Samoa and the Commonwealth of the Northern Mariana Islands. The USGS investigates the occurrence, quantity, quality, distribution, and movement of surface and underground waters and disseminates the data to the public, State and local governments, public and private utilities, and other Federal agencies involved with managing our water resources."
27_2,https://data.gov/climate/water/water-resources/,Water Featured Content - Data.gov,"The National Water Information System (NWIS) provides access to water-resources data collected at approximately 1.5 million sites in all 50 States, the District of Columbia, Puerto Rico, the Virgin Islands, Guam, American Samoa and the Commonwealth of the Northern Mariana Islands. The USGS investigates the occurrence, quantity, quality, distribution, and movement of surface and underground waters and disseminates the data to the public, State and local governments, public and private utilities, and other Federal agencies involved with managing our water resources. The National Weather Service Advanced Hydrologic Prediction Service (AHPS) is a web-based suite of accurate and information-rich forecast products. They display the magnitude and uncertainty of occurrence of floods or droughts, from hours to days and months, in advance. These graphical products are useful information and planning tools for many economic and emergency managers. These new products will enable government agencies, private institutions, and individuals to make more informed decisions about risk-based policies and actions to mitigate the dangers posed by floods and droughts. The National Weather Service Advanced Hydrologic Prediction Service (AHPS) is a web-based suite of accurate and information-rich forecast products. They display the magnitude and uncertainty of occurrence of floods or droughts, from hours to days and months, in advance. These graphical products are useful information and planning tools for many economic and emergency managers. These new products will enable government agencies, private institutions, and individuals to make more informed decisions about risk-based policies and actions to mitigate the dangers posed by floods and droughts. The National Ground-Water Monitoring Network (NGWMN) Data Portal provides access to groundwater data from multiple, dispersed databases in a web-based mapping application. The portal contains current and historical data including water levels, water quality, lithology, and well construction. The National Ground-Water Monitoring Network (NGWMN) Data Portal provides access to groundwater data from multiple, dispersed databases in a web-based mapping application. The portal contains current and historical data including water levels, water quality, lithology, and well construction. The Water Quality Portal is a cooperative service sponsored by the United States Geological Survey (USGS), the Environmental Protection Agency (EPA), and the National Water Quality Monitoring Council (NWQMC). It serves data collected by over 400 state, federal, tribal, and local agencies. The Water Quality Portal is a cooperative service sponsored by the United States Geological Survey (USGS), the Environmental Protection Agency (EPA), and the National Water Quality Monitoring Council (NWQMC). It serves data collected by over 400 state, federal, tribal, and local agencies. Downscaled CMIP3 and CMIP5 Climate and Hydrology Projections â€œDownscaledâ€ (finer-resolution) versions of monthly and daily temperature and precipitation from most of the GCM simulations in the PCMDI CMIP3 and CMIP5 archives, for CONUS, using two downscaling methods. In addition, derived simulations of surface hydrology are provided. Downscaled CMIP3 and CMIP5 Climate and Hydrology Projections â€œDownscaledâ€ (finer-resolution) versions of monthly and daily temperature and precipitation from most of the GCM simulations in the PCMDI CMIP3 and CMIP5 archives, for CONUS, using two downscaling methods."
27_3,https://data.gov/climate/water/water-resources/,Water Featured Content - Data.gov,"In addition, derived simulations of surface hydrology are provided. The National Climatic Data Center Climate Data Online (CDO) provides free access to NCDCâ€™s archive of historical weather and climate data in addition to station history information. These data include quality controlled daily, monthly, seasonal, and yearly measurements of temperature, precipitation, wind, and degree days as well as radar data and 30-year Climate Normals. The National Climatic Data Center Climate Data Online (CDO) provides free access to NCDCâ€™s archive of historical weather and climate data in addition to station history information. These data include quality controlled daily, monthly, seasonal, and yearly measurements of temperature, precipitation, wind, and degree days as well as radar data and 30-year Climate Normals. The USDA FS Climate Change Resource Center (CCRC) is a web-based, national platform that connects land managers and decision makers with useable science to address climate change in planning and application. The USDA FS Climate Change Resource Center (CCRC) is a web-based, national platform that connects land managers and decision makers with useable science to address climate change in planning and application. The NASA Hydrology Data and Information Services Center supports data products generated by Goddard Earth Sciences Data and Information Services Center Hydrological Sciences Branch. Data products from the North America Land Data Assimilation System (NLDAS) and the Global Land Data Assimilation System (GLDAS) can be accessed through several interfaces. NLDAS and GLDAS systems integrate data from multiple space-based Earth observing systems using advanced land surface modeling and assimilation techniques. These products support weather and climate forecast experiments, water resources applications, and water and energy cycle research. The NASA Hydrology Data and Information Services Center supports data products generated by Goddard Earth Sciences Data and Information Services Center Hydrological Sciences Branch. Data products from the North America Land Data Assimilation System (NLDAS) and the Global Land Data Assimilation System (GLDAS) can be accessed through several interfaces. NLDAS and GLDAS systems integrate data from multiple space-based Earth observing systems using advanced land surface modeling and assimilation techniques. These products support weather and climate forecast experiments, water resources applications, and water and energy cycle research. The Global Lake Temperature Collaboration was started in 2010 with the objective of compiling and analyzing lake temperature data from numerous in situ and satellite-based records dating back at least 20-30 years. It has now assembled data from over 300 lakes, with some in situ records extending back more than 100 years, and shows consistent trends of lake surface warming across most but not all sites. The Global Lake Temperature Collaboration was started in 2010 with the objective of compiling and analyzing lake temperature data from numerous in situ and satellite-based records dating back at least 20-30 years. It has now assembled data from over 300 lakes, with some in situ records extending back more than 100 years, and shows consistent trends of lake surface warming across most but not all sites."
